Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
-4.995824946014931,2.920249358196343,3.6523451416688406,2.8662119087195483,-3.3157432051636726,43.064599483204134
-4.3756415450924715,-0.3831961805750197,4.181226624503067,1.0421196182524,4.369667890975364,43.06829765545362
1.7355471165364191,2.9226986048463024,1.2267776212353017,-2.327549784892,2.024002969375955,43.064599483204134
-3.1012736713865943,4.791921090191341,4.211849142100604,-1.146237837264874,-2.447053077514391,43.044344793223715
-4.839637617238374,-0.6354197661512293,4.996982657955019,-2.066842874853413,4.750945286878478,43.01808785529715
-3.9811866239752547,2.78012169509812,4.454781512318519,1.1810893924149646,0.402939078365244,43.01808785529715
-0.873617590925539,-0.6354197661512293,4.076025843073378,-3.522877679818961,1.3982453788594462,43.01808785529715
0.2307379703841086,0.9015056200333849,3.9325154096319928,-3.1440764690249345,2.024002969375955,43.01808785529715
0.2307379703841086,2.4855355030598414,3.037173389617994,-4.707404275732435,4.768935154107165,42.99950174389636
1.5948035549920512,-0.3831961805750197,1.1916093208287935,-3.7640834111217747,2.909912529145756,42.99950174389636
-0.8275184057665408,-0.9847050383103761,-3.5110509291441194,2.06582771490507,-3.221418060202602,42.97123015873016
-0.8275184057665408,-0.9847050383103761,-3.5110509291441194,2.06582771490507,2.51323607411325,42.97123015873016
3.1530004995732757,4.3520594529713605,-1.4933199264744523,4.2069242309271875,1.3982453788594462,42.969606377678126
-0.873617590925539,-0.6354197661512293,-2.6526921091248203,2.296247843252841,4.750945286878478,42.97123015873016
-3.3148358246214804,-0.9847050383103761,4.058075618008562,-3.1047518009400665,-0.2182414459957407,42.976554536187564
-4.839637617238374,-1.2819619954925479,-1.6403194508014165,2.19025681809371,-0.06832782915330782,42.96626984126984
-4.995824946014931,4.278532903807719,-3.639095210611779,2.836737068052484,-3.3157432051636726,42.94469357249626
-2.116175557367286,3.4080492701444225,4.211849142100604,-3.4386918059465255,-1.5099189622197429,42.95465869456901
-0.873617590925539,3.5350996095281353,3.6523451416688406,0.2057974168549812,4.750945286878478,42.92506459948321
-4.912347984009671,2.9226986048463024,4.101864431775363,-1.146237837264874,3.005015977687794,42.930682976554536
-1.8773596829942574,-0.3831961805750197,3.2073994381002375,-3.2767484703466367,3.9646730349624395,42.90981564524165
-3.9811866239752547,-0.40452816677579584,-3.471116370610885,2.296247843252841,-0.2644025223548656,42.886904761904766
-2.3602097628148933,-0.9847050383103761,3.859890607845564,-3.1136326502312537,-3.221418060202602,42.87855297157622
0.2307379703841086,0.9015056200333849,3.9325154096319928,-4.753598088924138,0.40395264361976757,42.8649725959143
0.2307379703841086,0.9015056200333849,3.9325154096319928,-4.753598088924138,0.40395264361976757,42.8649725959143
-3.9811866239752547,2.9226986048463024,1.4459608323517337,3.5762632785779367,-2.3293853694298106,42.85500747384156
-4.3756415450924715,-0.7484360492828355,3.3400671067021452,1.0421196182524,3.9426018708646247,42.82012954658694
-4.3756415450924715,-3.378803125817773,3.3400671067021452,2.3168616182209556,3.9426018708646247,42.81653746770026
-1.2731915569317263,-0.40452816677579584,4.298366765791638,-4.419278482934482,3.259261310360687,42.82012954658694
-3.9811866239752547,1.8397467659681475,1.4459608323517337,2.836737068052484,-2.3293853694298106,42.78287461773701
4.614499737982333,2.312509282566923,-1.54404541615245,3.5762632785779367,-3.3157432051636726,42.780361757105936
-1.2731915569317263,-2.472863092020595,3.2073994381002375,-3.2767484703466367,0.402939078365244,42.78552971576227
-3.6502309374681383,1.4346370607006085,-1.3100139241962938,1.7974047406841356,-4.623711802895823,42.78769841269842
-4.040849782791851,3.4080492701444225,4.02630217186308,2.836737068052484,-2.211637868552084,42.78552971576227
-0.8275184057665408,-0.7484360492828355,4.298366765791638,-4.542497397318939,2.51323607411325,42.77528649725959
-3.9811866239752547,1.8397467659681475,1.4459608323517337,2.836737068052484,-2.3293853694298106,42.78287461773701
-2.91199640455168,1.9419144342817987,4.462799231128239,-4.542497397318939,-2.136496656146347,42.77528649725959
-2.7216755497009237,-0.3831961805750197,-3.8118666162191808,2.836737068052484,-2.716226156426477,42.75297619047619
-4.839637617238374,-1.5858077045226757,4.996982657955019,-2.327549784892,2.647332228959809,42.73044344793224
-4.839637617238374,-1.5858077045226757,4.996982657955019,-2.327549784892,2.647332228959809,42.73044344793224
3.3671023425673017,2.9226986048463024,1.6743658680036875,-4.670987009296108,-2.447053077514391,42.72913466461854
-4.040849782791851,-2.472863092020595,-1.2222623949847655,2.327131605338975,1.451410563867988,42.73425499231951
-4.436275185221236,3.4080492701444225,4.02630217186308,2.836737068052484,2.010750954538426,42.701325178389396
-2.116175557367286,3.5350996095281353,4.211849142100604,-3.4386918059465255,-1.5099189622197429,42.685600398604876
-4.436275185221236,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,42.66369047619048
-4.436275185221236,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,42.66369047619048
-4.436275185221236,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,42.66369047619048
-4.436275185221236,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,42.66369047619048
-2.7216755497009237,1.1690733082024032,-2.147337559560728,2.0750481360990216,4.369667890975364,42.66369047619048
-4.436275185221236,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,42.66369047619048
-2.1003256860296506,-4.122975509284238,1.4183176436259712,-0.4102829795177634,-0.2644025223548656,42.65232974910395
-0.14592684216807061,0.9932612298054986,3.7022524109552375,-4.753598088924138,-3.9715358757532346,42.65545361875637
-3.3148358246214804,-2.472863092020595,-0.2157764086954863,2.06582771490507,2.9758330074844164,42.65376984126984
-4.761080903056685,-1.2819619954925479,1.0745731479386063,3.7196147269016837,4.354189921163169,42.63049095607235
-2.717943427297315,-4.122975509284238,1.4183176436259712,1.0920926512134477,-3.3157882538103056,42.63049095607235
-3.9811866239752547,1.9435982026804464,4.104237896984159,-3.1440764690249345,0.402939078365244,42.60958205912334
-4.654854516028429,3.5350996095281353,-4.260174095156936,3.7260022064594907,-3.3157432051636726,42.61904761904762
-3.9811866239752547,1.9435982026804464,4.104237896984159,-3.1440764690249345,0.40395264361976757,42.60958205912334
-2.717943427297315,4.000845698517448,4.996982657955019,-2.6545156989049437,0.584657853079583,42.599483204134366
-0.7944214334673338,3.5350996095281353,4.454781512318519,-4.707404275732435,-1.5099189622197429,42.595914299950174
-4.995824946014931,3.27899622368723,-3.639095210611779,3.7260022064594907,-3.3157432051636726,42.574404761904766
-0.5722173983227758,0.9341750096106907,3.388151735365186,-2.8446935051002384,4.967723985776962,42.552971576227385
-2.7250512870255026,4.870607701655098,4.058075618008562,2.8662119087195483,-3.8184249089225286,42.552971576227385
-4.912347984009671,-3.378803125817773,-4.030213809736098,2.3168616182209556,-1.886090283394859,42.54992319508448
-2.717943427297315,4.870607701655098,4.058075618008562,2.8662119087195483,-0.2644025223548656,42.552971576227385
-4.784244299197127,-0.06172476480858702,2.574687661977247,1.7974047406841356,-1.5099189622197429,42.55107125062282
-4.767154326910454,-4.122975509284238,3.581184654979557,1.0421196182524,-1.4326261134702198,42.537467700258404
-2.087683173975906,-0.3831961805750197,-4.696549339841108,3.6905432833984833,4.309744566729691,42.529761904761905
-2.252688088782878,1.4093151618725148,4.211849142100604,-3.197900718080314,-0.2644025223548656,42.537467700258404
1.9736482996444007,-4.253162400609484,0.6115396815496323,-3.1136326502312537,-1.8987748192742124,42.50245821042281
-0.7446739920799894,2.9226986048463024,4.462799231128239,-3.3827522333700744,-1.809117110107783,42.50645994832041
3.695015280113868,1.1690733082024032,1.1916093208287935,-3.311764569688458,2.909912529145756,42.50645994832041
-2.717943427297315,-4.753608943267446,4.298366765791638,-2.8048058278591723,-0.2644025223548656,42.50645994832041
-4.995824946014931,0.2002938760084234,-3.639095210611779,3.5762632785779367,-3.3157432051636726,42.48629795714997
4.859075127758594,-4.253162400609484,0.852965511578077,-2.746684109640322,-1.809117110107783,42.49095607235142
-1.7393289232138454,-4.253162400609484,-2.152422628208325,0.4329944734919948,1.3982453788594462,42.46799795186892
-4.995824946014931,3.5350996095281353,4.211849142100604,-1.146237837264874,4.750945286878478,42.46138515196811
-4.761080903056685,1.1690733082024032,-2.9532041783900964,3.7196147269016837,-0.06832782915330782,42.441454907822624
-2.717943427297315,0.08754689804802673,-4.292440759363102,1.7974047406841356,3.5795178108014998,42.43551587301587
-4.767154326910454,1.9419144342817987,-4.587476777952134,4.755990992018862,1.5487032039443038,42.4404761904762
4.487731293348228,-3.490513844191164,1.6743658680036875,-4.7815226458215845,-2.6496687347111503,42.428940568475454
-4.3756415450924715,2.1009792336370268,3.3960070975106387,0.11406839711046945,4.768935154107165,42.41654210264076
-2.7216755497009237,3.1439082921256567,3.7022524109552375,1.7974047406841356,0.584657853079583,42.42609582059123
1.470896157115674,-2.905324666799647,-1.6403194508014165,1.0076081445259728,-0.2644025223548656,42.41167434715822
1.470896157115674,-2.905324666799647,-1.7157823134001249,1.0076081445259728,-1.2648774101424198,42.41167434715822
-0.873617590925539,1.9580077138242435,4.996982657955019,-2.8048058278591723,4.750945286878478,42.41343669250646
-1.8284831446209693,-3.8172395642364654,3.581184654979557,-4.419278482934482,-0.2644025223548656,42.39793281653746
-2.3602097628148933,-2.8292251276334923,3.3960070975106387,-2.327549784892,-3.3157882538103056,42.39793281653746
-4.767154326910454,2.1282876669560924,4.181226624503067,2.0750481360990216,4.369667890975364,42.38022426095821
0.03388515496341249,-1.5858077045226757,4.996982657955019,-4.69676598390095,-2.211637868552084,42.36692506459948
-4.995824946014931,-0.48917276881001825,-3.639095210611779,3.276559888026373,-3.3157432051636726,42.35119047619048
-4.995824946014931,-0.48917276881001825,-3.5110509291441194,3.276559888026373,-3.3157432051636726,42.35119047619048
0.8045591514976413,4.023822075190283,4.996982657955019,-2.8048058278591723,-0.2644025223548656,42.33435270132518
-3.6502309374681383,-4.253162400609484,-1.3100139241962938,1.7974047406841356,-1.8987748192742124,42.3195084485407
1.2951696073450805,-0.3831961805750197,2.574687661977247,-4.896561608635707,2.62339214793172,42.3204134366925
-0.14592684216807061,2.1009792336370268,-3.8118666162191808,4.755990992018862,-3.9715358757532346,42.30654761904762
-0.9111716173601687,2.486794430393891,-3.8708911786957945,4.431342030410232,-0.2182414459957407,42.30654761904762
-2.116175557367286,2.920249358196343,3.6523451416688406,1.8919096907561928,1.3982453788594462,42.288481141692145
0.2307379703841086,0.2002938760084234,0.766564895992742,-1.4089239996675609,-2.0237888750185395,42.288481141692145
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,1.7974047406841356,3.5795178108014998,42.273425499231955
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,1.7974047406841356,3.5795178108014998,42.273425499231955
-2.717943427297315,-2.472863092020595,4.462799231128239,-4.8952142543009725,4.441141971660251,42.27390180878553
3.3671023425673017,4.791921090191341,3.105252577758357,-4.419278482934482,-1.0045209895826765,42.27390180878553
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,1.7974047406841356,-0.05175313168574469,42.273425499231955
-4.654854516028429,-4.59739997657271,4.956474530725689,-2.6545156989049437,-4.623711802895823,42.27390180878553
-4.654854516028429,-4.59739997657271,4.956474530725689,-2.6545156989049437,-0.2182414459957407,42.27390180878553
-0.8275184057665408,3.045264406533345,3.581184654979557,-3.197900718080314,-0.2182414459957407,42.28201295465869
-4.995824946014931,-0.3831961805750197,4.576461796408211,2.836737068052484,-2.3293853694298106,42.27390180878553
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,2.06582771490507,3.5795178108014998,42.273425499231955
1.7355471165364191,4.791921090191341,4.996982657955019,-2.1954352413280698,2.024002969375955,42.27390180878553
-3.9811866239752547,-1.8439102686496445,1.4459608323517337,2.836737068052484,-2.3293853694298106,42.258397932816536
2.1207473149511147,3.27899622368723,1.4459608323517337,-4.419278482934482,-3.3157882538103056,42.257900101936805
-2.7250512870255026,3.943942006062663,3.7022524109552375,1.0920926512134477,-1.809117110107783,42.24260958205912
-0.873617590925539,2.4646189494919177,3.581184654979557,-2.0042558717984917,-0.04512383862959268,42.22739018087856
-0.873617590925539,-0.7484360492828355,3.581184654979557,-3.197900718080314,4.750945286878478,42.22739018087856
-0.873617590925539,2.4646189494919177,3.581184654979557,-2.0042558717984917,-0.04512383862959268,42.22739018087856
-0.873617590925539,-0.7484360492828355,3.581184654979557,-3.197900718080314,1.3982453788594462,42.22739018087856
2.8200670577752343,-4.122975509284238,-2.147337559560728,3.276559888026373,-3.229412568936337,42.22734254992319
-0.873617590925539,-0.7484360492828355,3.581184654979557,-3.197900718080314,1.3982453788594462,42.22739018087856
-0.14592684216807061,4.000845698517448,3.7022524109552375,-2.6545156989049437,0.584657853079583,42.19673802242609
-0.14592684216807061,1.9617952677901105,2.971579840060235,-4.670987009296108,3.9646730349624395,42.19232685600399
1.5948035549920512,-3.378803125817773,0.7798094069302977,-2.746684109640322,-1.4326261134702198,42.19708396178984
-2.717943427297315,3.045264406533345,4.385409411081417,-0.37431246012594777,-0.2182414459957407,42.19673802242609
1.2951696073450805,0.9932612298054986,2.574687661977247,-4.896561608635707,1.451410563867988,42.18087855297157
-1.7393289232138454,0.9932612298054986,3.7022524109552375,0.1373814719581956,1.6945734253457498,42.18087855297157
-3.6502309374681383,-2.795631692050762,3.6523451416688406,1.7974047406841356,-3.3157432051636726,42.16537467700258
-4.995824946014931,2.920249358196343,-0.49576598868203625,3.6905432833984833,-4.031926425012928,42.17261904761905
-1.8773596829942574,3.4080492701444225,3.581184654979557,-2.746684109640322,-2.136496656146347,42.147483806676625
-2.3602097628148933,2.78012169509812,1.4459608323517337,3.035568476303048,-0.2644025223548656,42.14987080103359
-2.116175557367286,-1.5858077045226757,3.6523451416688406,-3.4386918059465255,2.365318985103844,42.1343669250646
2.7946201940629916,-1.5858077045226757,0.852965511578077,-3.7640834111217747,-2.716226156426477,42.13005632360471
-4.767154326910454,1.594483728297634,0.8638317873502102,3.7196147269016837,3.9646730349624395,42.092675635276535
-0.8275184057665408,3.1439082921256567,3.7022524109552375,-3.1047518009400665,-3.221418060202602,42.10264075734928
-2.116175557367286,-3.973974631154941,3.6523451416688406,-2.679854589084849,-0.05175313168574469,42.07818930041152
3.1530004995732757,0.6264021362042014,0.6115396815496323,-2.0042558717984917,2.62339214793172,42.08397337429596
-2.116175557367286,-2.4216537788766046,3.6523451416688406,-3.197900718080314,2.365318985103844,42.08785529715762
-4.767154326910454,1.594483728297634,0.8638317873502102,3.7196147269016837,3.9646730349624395,42.092675635276535
4.924119958220633,-1.946515351267688,0.9492704076592613,-3.700719830781437,-4.065015596817578,42.07070707070707
-2.292782811488965,-0.3831961805750197,4.576461796408211,-4.4759544592469105,-0.39913186961082303,42.05779770802193
-2.116175557367286,-0.6354197661512293,3.6523451416688406,-2.679854589084849,4.750945286878478,42.05912334352701
-3.3117603726927616,1.9740623582673624,4.996982657955019,-2.066842874853413,2.9758330074844164,42.05779770802193
0.2307379703841086,2.1009792336370268,4.996982657955019,-4.707404275732435,2.365318985103844,42.041343669250644
-3.1012736713865943,-0.6354197661512293,4.996982657955019,-2.066842874853413,4.750945286878478,42.041343669250644
-2.717943427297315,4.000845698517448,3.859890607845564,-1.146237837264874,-3.221418060202602,42.031893004115226
-0.8275184057665408,3.045264406533345,-0.2157764086954863,2.06582771490507,2.51323607411325,42.01550387596899
-4.436275185221236,1.8397467659681475,-4.528889002492925,2.836737068052484,-2.4207784466509197,42.01149425287357
-0.8275184057665408,3.045264406533345,-0.2157764086954863,2.06582771490507,4.750945286878478,42.01550387596899
