Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
-0.873617590925539,-0.3831961805750197,-3.8118666162191808,1.8919096907561928,-2.716226156426477,45.335381464413715
-0.873617590925539,-0.6354197661512293,-4.030213809736098,2.8662119087195483,-2.136496656146347,45.335381464413715
-0.960492716573258,-0.3831961805750197,-4.587476777952134,2.836737068052484,-0.33421753345046845,45.335381464413715
3.937609837581034,1.4654048695192756,-4.030213809736098,4.755990992018862,-2.716226156426477,45.338501291989665
3.6852706734168255,-4.753608943267446,-3.8118666162191808,-4.542497397318939,4.768935154107165,45.332341269841265
4.487731293348228,-4.753608943267446,-2.152422628208325,-2.746684109640322,-0.05175313168574469,45.28769841269841
-4.912347984009671,4.023822075190283,-1.9096541920700538,2.0750481360990216,-0.6454147907237209,45.276532137518686
1.5948035549920512,-4.833815992069712,1.0745731479386063,-3.7640834111217747,3.123853595986354,45.26676456191875
-4.912347984009671,4.023822075190283,-2.152422628208325,2.0750481360990216,-2.716226156426477,45.276532137518686
-3.9811866239752547,2.78012169509812,3.6643958254821243,-2.327549784892,2.647332228959809,45.24165421026407
-3.9811866239752547,2.78012169509812,3.6643958254821243,-2.327549784892,2.647332228959809,45.24165421026407
3.1530004995732757,-0.06172476480858702,-3.8954751755983805,2.5454100648867204,-2.1754323256446595,45.23598820058997
-4.995824946014931,1.9617952677901105,0.852965511578077,3.276559888026373,3.9426018708646247,45.16819571865444
3.695015280113868,-2.8292251276334923,-4.260174095156936,-4.753598088924138,-0.33421753345046845,45.142450142450144
-3.1012736713865943,4.791921090191341,4.211849142100604,-3.5097959709911155,3.575173153219664,45.151968111609364
3.695015280113868,-2.8292251276334923,-4.260174095156936,-4.753598088924138,-2.716226156426477,45.142450142450144
3.1827659899022915,-3.2754805938786022,-4.292440759363102,-4.419278482934482,0.584657853079583,45.142450142450144
1.9736482996444007,-2.472863092020595,-4.292440759363102,-2.8048058278591723,1.4912778490363845,45.142450142450144
3.695015280113868,-2.472863092020595,-2.152422628208325,0.4329944734919948,4.750945286878478,45.10233918128655
3.695015280113868,-4.122975509284238,-1.4933199264744523,-2.5259614343072876,-2.716226156426477,45.06448412698413
-2.292782811488965,-0.3831961805750197,3.9325154096319928,-4.753598088924138,-0.39913186961082303,45.0407747196738
-3.9811866239752547,-0.3831961805750197,4.454781512318519,-2.5259614343072876,0.402939078365244,45.048643113159244
-2.3602097628148933,3.0701392245863595,4.298366765791638,-4.7815226458215845,-2.447053077514391,44.99490316004077
-2.3602097628148933,3.0701392245863595,4.298366765791638,-4.7815226458215845,4.309744566729691,44.99490316004077
-4.654854516028429,-2.8292251276334923,-4.260174095156936,1.8919096907561928,-3.9955264551875436,44.9803343166175
-2.7250512870255026,2.486794430393891,4.058075618008562,-3.7640834111217747,-1.809117110107783,44.97259591429995
3.3191231810181794,0.819167106225458,-3.471116370610885,3.035568476303048,-1.2648774101424198,44.948604992657856
3.3191231810181794,0.2002938760084234,-3.471116370610885,2.296247843252841,-0.2644025223548656,44.948604992657856
3.3191231810181794,4.870607701655098,-2.152422628208325,3.1835083296805085,-0.2644025223548656,44.945736434108525
1.5948035549920512,-4.122975509284238,-3.639095210611779,-3.7640834111217747,-2.136496656146347,44.90780141843971
1.5948035549920512,-4.122975509284238,-3.5110509291441194,-3.7640834111217747,-2.716226156426477,44.90780141843971
1.5523216277485128,-4.753608943267446,-2.152422628208325,-2.6545156989049437,-3.3157432051636726,44.90780141843971
1.5523216277485128,-4.753608943267446,-2.152422628208325,-3.197900718080314,-3.3157432051636726,44.90780141843971
4.614499737982333,-0.3555106896128848,-3.639095210611779,3.5762632785779367,-3.3157432051636726,44.83775811209439
2.4160647491094265,-0.06172476480858702,-3.2921917678054493,2.9370371192939357,-1.886090283394859,44.83775811209439
-3.9811866239752547,-0.3555106896128848,4.454781512318519,-3.2767484703466367,0.402939078365244,44.832041343669246
-4.839637617238374,-1.5858077045226757,4.996982657955019,-2.066842874853413,0.889566744924073,44.81653746770026
-4.040849782791851,4.870607701655098,4.298366765791638,-2.0042558717984917,-1.8987748192742124,44.81141692150866
-3.9811866239752547,2.78012169509812,3.2073994381002375,-2.327549784892,0.402939078365244,44.79322371699053
-2.292782811488965,4.000845698517448,3.9325154096319928,-2.6545156989049437,-3.229412568936337,44.778806584362144
-2.717943427297315,1.9419144342817987,4.462799231128239,-2.8048058278591723,2.365318985103844,44.76554536187564
-4.040849782791851,3.984531935616097,-2.6526921091248203,2.3168616182209556,-1.8987748192742124,44.770114942528735
-0.7446739920799894,-0.2538854726433426,3.308717176212241,-4.707404275732435,1.5487032039443038,44.74838066766318
-4.839637617238374,1.5141725955688052,4.996982657955019,-2.0586076023935918,-2.447053077514391,44.74838066766318
-0.873617590925539,-2.8292251276334923,3.581184654979557,-4.7815226458215845,-0.04512383862959268,44.75452196382429
-0.873617590925539,4.462870461773742,3.7022524109552375,-0.7856691076841349,-2.447053077514391,44.73901808785529
0.2307379703841086,0.2002938760084234,0.6115396815496323,-2.0042558717984917,2.62339214793172,44.70353761833582
-1.213061013857363,-0.06172476480858702,-3.2921917678054493,2.9370371192939357,-2.136496656146347,44.68733850129198
-1.8773596829942574,-2.8292251276334923,1.7675158126179111,-2.746684109640322,-1.4326261134702198,44.69250645994832
-0.960492716573258,4.870607701655098,4.058075618008562,-2.327549784892,-2.136496656146347,44.69250645994832
-2.717943427297315,3.27899622368723,3.581184654979557,-2.679854589084849,-0.05175313168574469,44.64599483204134
-2.717943427297315,4.000845698517448,3.768313327991118,-1.146237837264874,1.6945734253457498,44.64599483204134
1.9736482996444007,4.023822075190283,1.4459608323517337,-4.8952142543009725,2.62339214793172,44.56900847035376
-2.252688088782878,2.312509282566923,-3.5110509291441194,2.3168616182209556,2.024002969375955,44.5468509984639
-4.912347984009671,2.9226986048463024,3.581184654979557,-2.8048058278591723,-0.2644025223548656,44.548611111111114
-4.912347984009671,0.2002938760084234,3.7022524109552375,-1.575542195613231,-1.3655590508175086,44.5361875637105
-2.7216755497009237,-3.490513844191164,3.7022524109552375,-4.7815226458215845,-2.6496687347111503,44.490956072351416
-2.1003256860296506,-1.946515351267688,1.4183176436259712,-0.4102829795177634,1.160256036279077,44.490956072351416
-3.3148358246214804,-0.3555106896128848,3.308717176212241,-2.1954352413280698,1.5487032039443038,44.47932237169905
-4.767154326910454,3.27899622368723,3.7022524109552375,1.0920926512134477,-0.2644025223548656,44.45994832041343
-3.1012736713865943,-3.2754805938786022,4.173028407653371,-4.419278482934482,0.584657853079583,44.45932539682539
-4.912347984009671,2.9226986048463024,4.462799231128239,-3.3827522333700744,2.365318985103844,44.4344793223717
-2.3602097628148933,-1.8439102686496445,-2.3119654214707372,1.0920926512134477,-0.33421753345046845,44.44444444444445
-3.6502309374681383,-1.946515351267688,-3.639095210611779,2.0750481360990216,-2.3293853694298106,44.44444444444445
-4.912347984009671,1.5141725955688052,1.0745731479386063,3.7196147269016837,-0.05175313168574469,44.41860465116279
3.695015280113868,-3.490513844191164,-2.147337559560728,-3.2767484703466367,-0.2182414459957407,44.40545808966861
-2.717943427297315,-2.4216537788766046,3.581184654979557,-3.1047518009400665,-0.05175313168574469,44.398572884811415
3.695015280113868,-0.9847050383103761,-1.2222623949847655,-2.0042558717984917,-2.447053077514391,44.38672438672439
-4.912347984009671,1.5141725955688052,1.4183176436259712,2.296247843252841,1.6945734253457498,44.3796711509716
-4.839637617238374,-2.4216537788766046,4.996982657955019,-2.327549784892,2.647332228959809,44.34479322371699
-4.112787828878041,-4.253162400609484,4.956474530725689,-3.7640834111217747,-1.886090283394859,44.34479322371699
-4.112787828878041,3.045264406533345,0.6115396815496323,2.06582771490507,2.51323607411325,44.333333333333336
1.729176177213362,1.9580077138242435,-0.49576598868203625,1.2408633352636933,-3.3157432051636726,44.315245478036175
3.937609837581034,-4.253162400609484,-4.030213809736098,4.755990992018862,-1.886090283394859,44.321556579621095
-4.912347984009671,0.2002938760084234,3.859890607845564,-1.146237837264874,-2.0237888750185395,44.311315924219144
-4.912347984009671,0.2002938760084234,3.859890607845564,-1.146237837264874,-2.0237888750185395,44.311315924219144
-3.1012736713865943,-2.8292251276334923,4.173028407653371,-3.3827522333700744,-2.716226156426477,44.299950174389636
-2.1003256860296506,3.27899622368723,1.4183176436259712,1.2408633352636933,-2.136496656146347,44.28940568475453
-2.116175557367286,2.9226986048463024,1.5336733664003557,1.8919096907561928,1.8619935124703684,44.273901808785524
3.3191231810181794,-3.7338528976467824,-2.378985971100185,1.7430737588178609,-4.065015596817578,44.25595238095238
-2.1003256860296506,2.9226986048463024,3.882718185961732,-2.8446935051002384,2.365318985103844,44.26095820591233
-0.873617590925539,1.8397467659681475,-2.9822323770625148,2.836737068052484,-2.3293853694298106,44.270833333333336
-3.6502309374681383,-1.5858077045226757,4.996982657955019,-3.7640834111217747,-2.716226156426477,44.258397932816536
-2.116175557367286,-3.973974631154941,3.6523451416688406,-3.4386918059465255,-1.5099189622197429,44.22739018087855
-2.087683173975906,-0.3831961805750197,4.576461796408211,-3.522877679818961,-4.937752510722237,44.22739018087855
3.0245199870009802,1.9617952677901105,0.852965511578077,-3.522877679818961,-0.852267808891475,44.23255813953488
-2.7216755497009237,3.27899622368723,3.7022524109552375,1.0920926512134477,-3.3157882538103056,44.2150866462793
-2.3161356860603655,3.5350996095281353,4.211849142100604,-4.7815226458215845,-1.5099189622197429,44.210264075734926
-2.717943427297315,1.8397467659681475,4.956474530725689,-3.1047518009400665,-0.05175313168574469,44.2150866462793
0.2307379703841086,2.1009792336370268,3.037173389617994,-4.707404275732435,4.768935154107165,44.18087855297157
1.2951696073450805,-0.3555106896128848,-2.016727169365037,2.1379688543447344,-1.5592633013436599,44.18960244648318
-1.2731915569317263,-0.40452816677579584,3.2073994381002375,-4.419278482934482,0.402939078365244,44.18087855297157
-4.995824946014931,3.5350996095281353,3.6523451416688406,3.7260022064594907,-3.3157432051636726,44.18087855297157
4.487731293348228,1.4654048695192756,-2.147337559560728,4.041130458518818,-2.447053077514391,44.18960244648318
-4.912347984009671,1.1690733082024032,-2.9532041783900964,2.0750481360990216,1.6945734253457498,44.18154761904762
-1.2731915569317263,-0.40452816677579584,3.2073994381002375,-4.419278482934482,-3.229412568936337,44.18087855297157
3.1448472851883853,-0.3831961805750197,-2.378985971100185,2.836737068052484,-4.065015596817578,44.18960244648318
3.695015280113868,-2.472863092020595,-3.639095210611779,4.431342030410232,-3.221418060202602,44.18960244648318
3.695015280113868,-2.8292251276334923,-2.152422628208325,-2.746684109640322,-0.33421753345046845,44.13447782546495
4.871012223479838,-2.545097840603179,-1.54404541615245,-1.4089239996675609,-3.1920263541202445,44.13447782546495
3.695015280113868,-2.8292251276334923,-2.152422628208325,-2.746684109640322,-0.33421753345046845,44.13447782546495
-4.436275185221236,1.8397467659681475,0.852965511578077,2.836737068052484,2.647332228959809,44.11674347158218
1.470896157115674,-2.8292251276334923,-4.696549339841108,3.035568476303048,4.309744566729691,44.12480974124809
3.695015280113868,-2.8292251276334923,-2.9532041783900964,-3.7640834111217747,-3.1945510621078066,44.13447782546495
3.2091535096671535,-4.243223517631155,-3.8118666162191808,2.327131605338975,-2.376890743140565,44.12480974124809
3.1448472851883853,-2.8292251276334923,-3.8118666162191808,-2.1954352413280698,-3.9715358757532346,44.13447782546495
3.2091535096671535,-4.243223517631155,-3.8118666162191808,3.7260022064594907,-2.376890743140565,44.12480974124809
4.871012223479838,-2.545097840603179,-3.5110509291441194,-1.4089239996675609,-3.3157432051636726,44.13447782546495
4.871012223479838,-2.545097840603179,-3.5110509291441194,-1.4089239996675609,-0.2182414459957407,44.13447782546495
3.2091535096671535,-4.253162400609484,-3.8118666162191808,3.7260022064594907,-2.376890743140565,44.12480974124809
-4.040849782791851,4.791921090191341,4.576461796408211,-2.1954352413280698,-1.8987748192742124,44.12334352701325
1.9736482996444007,-2.4216537788766046,-3.5110509291441194,2.06582771490507,-2.716226156426477,44.12480974124809
-3.1012736713865943,1.4093151618725148,4.211849142100604,-3.197900718080314,-0.2182414459957407,44.087855297157624
-0.8275184057665408,3.045264406533345,-3.5110509291441194,2.06582771490507,2.51323607411325,44.092261904761905
-2.116175557367286,2.9226986048463024,-1.9096541920700538,1.8919096907561928,1.3982453788594462,44.08045977011494
-2.717943427297315,3.703868474193401,4.462799231128239,-1.0499836374632143,1.4912778490363845,44.087855297157624
-3.1012736713865943,1.4093151618725148,4.211849142100604,-3.197900718080314,-0.2182414459957407,44.087855297157624
-4.995824946014931,-2.795631692050762,-1.3100139241962938,1.0920926512134477,2.647332228959809,44.082341269841265
-2.717943427297315,4.000845698517448,-2.152422628208325,2.7391273309012387,-1.3655590508175086,44.08045977011494
4.859075127758594,-1.4672349590272415,-2.6526921091248203,3.7260022064594907,1.160256036279077,44.051987767584095
4.924119958220633,0.9932612298054986,-2.147337559560728,4.041130458518818,1.4912778490363845,44.051987767584095
-1.6481797150795598,0.9015056200333849,3.9325154096319928,-4.753598088924138,0.40395264361976757,44.041343669250644
-4.040849782791851,4.791921090191341,3.3400671067021452,1.0920926512134477,4.750945286878478,44.00101936799185
3.1530004995732757,-2.756483357304206,-3.8954751755983805,2.7391273309012387,-1.3655590508175086,43.987823439878234
3.1530004995732757,-2.756483357304206,-3.8954751755983805,2.7391273309012387,1.3982453788594462,43.987823439878234
1.729176177213362,-1.4672349590272415,-2.147337559560728,1.2408633352636933,1.160256036279077,43.987823439878234
-1.8773596829942574,0.9015056200333849,3.9325154096319928,-4.753598088924138,0.40395264361976757,43.99483204134367
3.3191231810181794,-2.7727990736554933,-3.471116370610885,1.7974047406841356,-0.2644025223548656,43.987823439878234
3.3191231810181794,-2.4216537788766046,-3.471116370610885,2.296247843252841,-0.2644025223548656,43.987823439878234
-0.8275184057665408,3.045264406533345,1.7287933016926074,-1.4089239996675609,-2.136496656146347,43.98604882909816
3.695015280113868,-2.8292251276334923,-3.639095210611779,1.7974047406841356,-0.33421753345046845,43.987823439878234
1.9736482996444007,-2.472863092020595,-4.030213809736098,2.3168616182209556,-1.886090283394859,43.987823439878234
3.695015280113868,-2.905324666799647,-3.471116370610885,3.035568476303048,4.309744566729691,43.987823439878234
-2.7216755497009237,3.27899622368723,3.7022524109552375,-3.1047518009400665,-3.3157882538103056,43.9412057797708
-2.116175557367286,-1.8439102686496445,3.6523451416688406,-3.197900718080314,-0.33421753345046845,43.94832041343669
-3.3117603726927616,1.5141725955688052,4.454781512318519,-0.13384212426360698,3.123853595986354,43.94832041343669
4.487731293348228,-2.795631692050762,-2.152422628208325,2.06582771490507,-3.221418060202602,43.94345238095237
-2.7216755497009237,1.1690733082024032,3.859890607845564,-3.778898016807789,-3.221418060202602,43.94832041343669
-2.717943427297315,4.000845698517448,4.454781512318519,-1.575542195613231,-3.9955264551875436,43.94832041343669
-2.7250512870255026,3.984531935616097,4.173028407653371,-3.7640834111217747,2.024002969375955,43.94832041343669
-3.9811866239752547,-4.253162400609484,3.7022524109552375,-2.066842874853413,1.451410563867988,43.906976744186046
-2.7250512870255026,4.870607701655098,1.1916093208287935,2.0750481360990216,1.6945734253457498,43.91131041355257
-4.040849782791851,3.703868474193401,3.677538087856556,1.2408633352636933,1.4912778490363845,43.893985728848115
3.2091535096671535,2.1009792336370268,1.6809337665262545,-4.707404275732435,4.768935154107165,43.88120839733743
3.1530004995732757,2.312509282566923,1.1916093208287935,-3.9213280061391407,1.3982453788594462,43.88120839733743
-2.116175557367286,3.5350996095281353,3.6523451416688406,-3.4386918059465255,-1.5099189622197429,43.851519681116095
3.695015280113868,-2.756483357304206,-2.152422628208325,2.7391273309012387,-1.3655590508175086,43.8501291989664
4.614499737982333,-2.8292251276334923,-2.152422628208325,3.5762632785779367,-3.3157432051636726,43.8501291989664
-4.761080903056685,-1.2819619954925479,4.996982657955019,-2.746684109640322,1.3982453788594462,43.851519681116095
-0.873617590925539,3.045264406533345,2.574687661977247,-4.7815226458215845,-3.3157432051636726,43.851519681116095
-4.767154326910454,1.594483728297634,3.164950941479953,-1.0499836374632143,-0.2182414459957407,43.851519681116095
-3.1012736713865943,-4.122975509284238,3.581184654979557,-2.746684109640322,-4.623711802895823,43.83979328165375
3.1530004995732757,4.3520594529713605,-3.8954751755983805,4.2069242309271875,1.3982453788594462,43.80952380952382
-2.717943427297315,4.000845698517448,4.996982657955019,-2.066842874853413,-1.3655590508175086,43.80878552971576
-2.3602097628148933,-2.8292251276334923,4.454781512318519,-4.7815226458215845,-3.3157882538103056,43.80878552971576
-4.761080903056685,3.984531935616097,-1.4933199264744523,3.7196147269016837,-3.9715358757532346,43.80361757105943
-4.761080903056685,-1.2819619954925479,0.8638317873502102,3.7196147269016837,-0.06832782915330782,43.79328165374677
-4.767154326910454,-0.6354197661512293,4.181226624503067,-2.412850969370255,4.369667890975364,43.71699053313402
-1.6481797150795598,2.2222124553593092,3.9325154096319928,-3.197900718080314,-0.33421753345046845,43.7157622739018
-2.3602097628148933,3.27899622368723,1.4459608323517337,1.0920926512134477,-3.3157882538103056,43.68475452196383
-2.087683173975906,1.594483728297634,4.101864431775363,-3.522877679818961,3.9646730349624395,43.66925064599483
-4.995824946014931,2.920249358196343,3.6523451416688406,1.8919096907561928,-3.3157432051636726,43.664627930682975
-0.873617590925539,1.9617952677901105,4.058075618008562,-4.7815226458215845,2.024002969375955,43.672147483806675
-1.6481797150795598,2.2222124553593092,3.9325154096319928,-4.753598088924138,1.8619935124703684,43.66925064599483
-2.717943427297315,-4.122975509284238,1.4183176436259712,1.2408633352636933,-0.2644025223548656,43.66615463389657
3.3191231810181794,-4.122975509284238,-3.471116370610885,2.296247843252841,-0.2644025223548656,43.643067846607664
-2.087683173975906,-0.9503315768147083,-2.378985971100185,1.7974047406841356,-4.065015596817578,43.64087301587302
1.9736482996444007,-3.7338528976467824,0.6115396815496323,-2.746684109640322,-2.716226156426477,43.64087301587302
-3.1012736713865943,-1.600685405591106,-3.8118666162191808,3.035568476303048,-4.623711802895823,43.64087301587302
0.26622487063202804,-3.490513844191164,1.6743658680036875,-4.8952142543009725,-2.6496687347111503,43.62730443447933
4.871012223479838,3.045264406533345,-2.9532041783900964,4.755990992018862,3.9426018708646247,43.63095238095238
-0.873617590925539,-1.4672349590272415,4.058075618008562,-4.7815226458215845,2.024002969375955,43.61875637104995
4.455435238558506,-2.472863092020595,-4.292440759363102,-2.5259614343072876,-1.1809115283872251,43.603988603988604
3.1530004995732757,-2.756483357304206,-3.8954751755983805,-3.522877679818961,1.3982453788594462,43.603988603988604
4.859075127758594,-2.8292251276334923,-4.260174095156936,-4.753598088924138,-0.2182414459957407,43.603988603988604
3.1827659899022915,-2.472863092020595,-4.292440759363102,-2.5259614343072876,0.584657853079583,43.603988603988604
3.695015280113868,-2.8292251276334923,-3.8118666162191808,-3.197900718080314,-0.33421753345046845,43.603988603988604
3.1827659899022915,-2.472863092020595,-4.292440759363102,-3.778898016807789,0.584657853079583,43.603988603988604
-4.112787828878041,-4.253162400609484,0.13838515777638705,3.276559888026373,3.9426018708646247,43.60983102918586
3.695015280113868,-2.8292251276334923,-3.639095210611779,0.2057974168549812,-3.3157432051636726,43.603988603988604
3.3671023425673017,-3.2754805938786022,-3.8954751755983805,-2.8048058278591723,2.365318985103844,43.603988603988604
3.695015280113868,-2.472863092020595,-2.9532041783900964,-2.0586076023935918,4.750945286878478,43.603988603988604
3.695015280113868,-2.8292251276334923,-3.639095210611779,0.2057974168549812,3.575173153219664,43.603988603988604
3.1448472851883853,-2.8292251276334923,-3.8118666162191808,-3.7640834111217747,-3.9715358757532346,43.603988603988604
3.695015280113868,-2.472863092020595,-3.8118666162191808,-3.1047518009400665,-4.623711802895823,43.603988603988604
4.455435238558506,-1.946515351267688,-4.292440759363102,-2.5259614343072876,-1.1809115283872251,43.603988603988604
3.1448472851883853,-2.8292251276334923,-4.292440759363102,-2.1954352413280698,-3.9715358757532346,43.603988603988604
1.7963441988044533,-0.9847050383103761,-1.54404541615245,-1.146237837264874,-2.447053077514391,43.603988603988604
-1.2731915569317263,-0.40452816677579584,3.2073994381002375,-3.2767484703466367,0.402939078365244,43.576227390180875
-2.3602097628148933,-4.753608943267446,3.7022524109552375,-4.670987009296108,-3.9715358757532346,43.582461385151966
0.26622487063202804,1.1690733082024032,-2.9532041783900964,3.0117934028612687,0.584657853079583,43.58630952380952
-4.912347984009671,1.9580077138242435,1.5336733664003557,3.3389319620154208,1.8619935124703684,43.582461385151966
-4.995824946014931,-2.795631692050762,-1.3100139241962938,1.7974047406841356,2.647332228959809,43.563748079877115
-3.1012736713865943,1.4093151618725148,4.211849142100604,1.1810893924149646,-0.2182414459957407,43.57288481141692
-3.6502309374681383,1.8397467659681475,-1.3100139241962938,1.7974047406841356,-2.3293853694298106,43.562531141006474
3.1530004995732757,-2.756483357304206,-2.9532041783900964,2.7391273309012387,-1.3655590508175086,43.56060606060606
-2.7250512870255026,1.5141725955688052,4.454781512318519,-0.13384212426360698,3.123853595986354,43.5297157622739
-4.040849782791851,1.9617952677901105,3.581184654979557,3.276559888026373,-2.716226156426477,43.5297157622739
-2.087683173975906,0.9932612298054986,3.768313327991118,-1.146237837264874,-2.447053077514391,43.5297157622739
0.2307379703841086,2.4855355030598414,3.037173389617994,-3.5097959709911155,4.768935154107165,43.53761833582461
1.7355471165364191,-4.753608943267446,-2.6526921091248203,-0.13384212426360698,3.123853595986354,43.51766513056835
-2.717943427297315,3.703868474193401,2.957629325326173,-2.6545156989049437,1.4912778490363845,43.492775286497256
-3.9811866239752547,3.1439082921256567,4.956474530725689,1.0421196182524,2.647332228959809,43.481141692150864
-0.8275184057665408,-2.472863092020595,3.581184654979557,-4.8952142543009725,-3.229412568936337,43.48320413436692
-3.9811866239752547,2.78012169509812,4.104237896984159,-3.1440764690249345,0.402939078365244,43.44793223716991
-3.3117603726927616,-0.3831961805750197,1.0745731479386063,2.836737068052484,-2.447053077514391,43.435739887352796
-0.7446739920799894,2.486794430393891,4.462799231128239,-2.8048058278591723,-1.809117110107783,43.43669250645995
4.859075127758594,4.023822075190283,-1.54404541615245,2.0750481360990216,-1.809117110107783,43.41234567901234
-1.8773596829942574,3.4080492701444225,4.02630217186308,-2.746684109640322,-2.136496656146347,43.40308918784255
-3.9811866239752547,2.78012169509812,3.2073994381002375,-1.146237837264874,-0.2644025223548656,43.390180878552975
-2.7250512870255026,4.870607701655098,4.058075618008562,-0.4102829795177634,2.62339214793172,43.389398572884815
-3.9811866239752547,2.78012169509812,3.2073994381002375,-1.146237837264874,-0.2644025223548656,43.390180878552975
-2.3161356860603655,1.1690733082024032,3.308717176212241,0.1373814719581956,1.6945734253457498,43.389398572884815
-4.040849782791851,-4.253162400609484,4.996982657955019,-2.0042558717984917,2.647332228959809,43.390180878552975
-4.112787828878041,-4.131720631547172,0.13838515777638705,3.276559888026373,3.9426018708646247,43.37941628264208
-4.767154326910454,1.594483728297634,4.101864431775363,-1.0499836374632143,3.9646730349624395,43.35824613851519
-4.767154326910454,1.594483728297634,4.101864431775363,-1.0499836374632143,-4.623711802895823,43.35824613851519
3.695015280113868,2.312509282566923,-1.2222623949847655,2.3168616182209556,2.024002969375955,43.363095238095234
-4.767154326910454,1.594483728297634,4.101864431775363,-1.0499836374632143,-4.623711802895823,43.35824613851519
-4.767154326910454,1.594483728297634,4.101864431775363,-1.0499836374632143,-0.2182414459957407,43.35824613851519
-2.7250512870255026,-3.8172395642364654,3.581184654979557,-3.1047518009400665,-0.05175313168574469,43.343669250645995
-4.654854516028429,2.920249358196343,3.6523451416688406,1.8919096907561928,2.4298790247164668,43.34352701325178
-3.9811866239752547,-4.753608943267446,4.104237896984159,-3.2767484703466367,2.4298790247164668,43.328165374677
-2.116175557367286,3.27899622368723,3.6643958254821243,-2.679854589084849,-0.05175313168574469,43.29765545361875
-4.912347984009671,-4.253162400609484,4.101864431775363,-1.146237837264874,1.451410563867988,43.281653746770026
-0.7446739920799894,2.486794430393891,-0.034790966232513654,1.1810893924149646,-1.809117110107783,43.26884920634921
-0.7446739920799894,2.486794430393891,-0.034790966232513654,1.1810893924149646,1.5487032039443038,43.26884920634921
-4.767154326910454,3.4080492701444225,4.02630217186308,2.836737068052484,-2.211637868552084,43.205912334352696
-0.873617590925539,1.4093151618725148,4.076025843073378,-3.197900718080314,4.750945286878478,43.20413436692506
-0.873617590925539,1.4093151618725148,4.076025843073378,-3.197900718080314,0.40395264361976757,43.20413436692506
-4.912347984009671,-1.946515351267688,-1.2222623949847655,2.3168616182209556,1.160256036279077,43.18948412698413
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,1.0920926512134477,2.647332228959809,43.14484126984127
-4.995824946014931,1.266941209264651,-3.8954751755983805,2.7391273309012387,-3.3157432051636726,43.154761904761905
-4.912347984009671,2.9226986048463024,-1.9096541920700538,2.836737068052484,-4.065015596817578,43.14984709480123
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,1.0920926512134477,4.750945286878478,43.14484126984127
-4.436275185221236,-0.3831961805750197,-4.030213809736098,2.836737068052484,-2.3293853694298106,43.154761904761905
3.11219266299517,-3.8172395642364654,-4.292440759363102,-4.419278482934482,-3.1945510621078066,43.163120567375884
-2.717943427297315,1.1690733082024032,-2.9532041783900964,2.9370371192939357,4.441141971660251,43.154761904761905
-3.9811866239752547,-4.753608943267446,4.104237896984159,-3.1440764690249345,2.4298790247164668,43.16279069767442
-4.995824946014931,0.9341750096106907,-4.918012851288152,2.7391273309012387,-3.3157432051636726,43.154761904761905
-4.761080903056685,1.1690733082024032,-3.8708911786957945,2.3168616182209556,-3.9715358757532346,43.154761904761905
-4.995824946014931,0.4644141190040729,-3.8118666162191808,2.06582771490507,2.51323607411325,43.154761904761905
-2.7250512870255026,0.2002938760084234,3.581184654979557,-3.1047518009400665,-0.05175313168574469,43.134030891878425
-2.0303071207735055,4.791921090191341,-0.034790966232513654,1.8919096907561928,1.451410563867988,43.14009661835749
4.859075127758594,2.4646189494919177,-2.6526921091248203,2.3168616182209556,2.62339214793172,43.12865497076023
-4.436275185221236,1.8397467659681475,-4.03253808892592,2.836737068052484,-1.4326261134702198,43.11011904761905
-4.654854516028429,-4.253162400609484,4.996982657955019,-2.066842874853413,0.889566744924073,43.1131592421915
-0.7446739920799894,2.486794430393891,-1.54404541615245,1.1810893924149646,-1.809117110107783,43.095238095238095
-4.767154326910454,-1.8439102686496445,4.02630217186308,2.836737068052484,-0.33421753345046845,43.09560723514212
-2.7216755497009237,3.1439082921256567,3.7022524109552375,-3.1047518009400665,0.584657853079583,43.064599483204134
